Question,Focus (Drug),Question Type,Answer,Section Title,URL
what shape is the amlodipine pill,amlodipine,Appearance,DIAMOND (DIAMOND),INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b52e2905-f906-4c46-bb24-2c7754c5d75b
is dronabinol marijuana how much are ten mg pills worth,dronabinol,not_drug_question,"The cost for dronabinol oral capsule 2.5 mg is around $94 for a supply of 60 capsules, depending on the pharmacy you visit.",Dronabinol Prices,https://www.drugs.com/price-guide/dronabinol
is dronabinol marijuana how much are ten mg pills worth,dronabinol,not_drug_question,Quantity: 60; Per Unit: $4.68 – $15.91; Price: $280.99 – $954.47,Dronabinol Prices,https://www.drugs.com/price-guide/dronabinol
how to wean off calan sr,Calan SR,Stopping/tapering,Do not stop taking verapamil without talking to your doctor.,How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a684030.html
what does memantine look like,memantine,Appearance,"Color - WHITE, Shape - ROUND, Score - no score, Size - 6mm, Imprint Code - M;103",INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be032f1e-c123-45a0-a345-a56be6fa43a6
what does memantine look like,memantine,Appearance,"Color - WHITE, Shape - ROUND, Score - no score, Size - 8mm, Imprint Code - M;104",INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be032f1e-c123-45a0-a345-a56be6fa43a6
what does memantine look like,memantine,Appearance,"Color - ORANGE, Shape - CAPSULE (biconvex), Score - no score, Size - 10mm, Imprint Code - m5",INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=292671f2-f221-4a3d-a110-a266a9527e04
what does memantine look like,memantine,Appearance,"Color - GRAY, Shape - CAPSULE (biconvex), Score - no score, Size - 12mm, Imprint Code - m10",INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=292671f2-f221-4a3d-a110-a266a9527e04
what happens if your child ate a tylenol tablet,tylenol,Overdose,"In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222) Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",WARNINGS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d7d1300-bcb8-466a-880b-310b360ee132#OD
where is heroin originated from,heroin,Information,"Heroin is ... an opioid drug made from morphine, a natural substance in the seedpod of the Asian poppy plant.",Summary,https://medlineplus.gov/heroin.html
prevnar >65what is this vaccine ?,prevnar,Information,The pneumococcal conjugate vaccine (PCV13 or Prevnar 13®) protects against 13 types of pneumococcal bacteria. CDC recommends PCV13 for use in infants and young children and adults 65 years or older. Older children and adults younger than 65 years old who are at increased risk for getting pneumococcal disease may also need a dose of PCV13.,"PCV13 for Infants, Children, and Adults",https://www.cdc.gov/pneumococcal/vaccination.html
what medications contribute to non-alcoholic fatty liver,medications that contribute to non-alcoholic fatty liver,Side effects,"Medications commonly implicated in causing fatty liver include corticosteroids, antidepressant and antipsychotic medications and, most commonly, tamoxifen.  In many instances, it is unclear whether the fatty liver disease is a direct result of the medication on the liver or a consequence of weight gain triggered by the medication (as occurs with many antidepressant or antipsychotic medications).  Amiodarone and methotrexate are also capable of causing fatty liver disease and hepatic injury that resembles alcoholic hepatitis with fat, lobular disarray, inflammation, Mallory bodies and fibrosis. With these two agents, however, the inflammation and fibrosis generally overshadows the degree of steatosis.  Both of these agents can cause fibrosis and cirrhosis.",Drugs,https://livertox.nih.gov/Phenotypes_Fatty.html
"what mg does lunesta come ""in?""",lunesta,Dose,"LUNESTA is available in 1 mg, 2 mg and 3 mg strengths for oral administration.",DOSAGE FORMS AND STRENGTHS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd047b2b-05a6-4d99-95cb-955f14bf329f
what is fentanyl,fentanyl,Information,Fentanyl is in a class of medications called narcotic (opiate) analgesics. It works by changing the way the brain and nervous system respond to pain.,Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a605043.html
what is the reason for having to use heparin after a antibodies fusion,heparin,Indication,"Heparin Lock Flush Solution, USP is intended to maintain patency of an indwelling venipuncture device designed for intermittent injection or infusion therapy or blood sampling.",INDICATIONS AND USAGE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbc26e3c-aee9-4c0d-bdb1-bf350308fbce
"shingles vaccine , is it necessary to get a 2nd shot?",shingles vaccine,Usage/time,The recommended schedule for live shingles vaccine is a single dose for adults 60 years of age and older.,Shingles Vaccine (live),https://www.cdc.gov/vaccines/hcp/vis/vis-statements/shingles.html
"shingles vaccine , is it necessary to get a 2nd shot?",shingles vaccine,Usage/time,"Shingles Vaccine (recombinant)  Two doses, 2 to 6 months apart, are recommended for adults 50 and older.  This vaccine is also recommended for people who have already gotten the live shingles vaccine (Zostavax). There is no live virus in this vaccine.",Shingles Vaccine (recombinant),https://www.cdc.gov/vaccines/hcp/vis/vis-statements/shingles-recombinant.html
what drugs case erectile dysfuntion,drugs that cause erectile dysfunction,Side effects,The following is a list of some medicines and drugs that may cause impotence in men. There may be additional drugs other than those on this list that can cause erectile difficulties.,,https://medlineplus.gov/ency/article/004024.htm
how long does it take to get carbidopa levodopa out of your system,carbidopa and levodopa,Action/time,"When carbidopa and levodopa are administered together, the half-life of levodopa is increased to about 1.5 hours. ",CLINICAL PHARMACOLOGY,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a355d5f2-407d-40fa-a374-b3632261ea4a
it is latanoprost a cholinergic?,latanoprost,Information,Latanoprost ophthalmic is used to treat glaucoma (a condition in which increased pressure in the eye can lead to gradual loss of vision) and ocular hypertension (a condition which causes increased pressure in the eye). Latanoprost is in a class of medications called prostaglandin analogs.,Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a697003.html
can you take tamsulosin and ciprofloxacin ?,tamsulosin and ciprofloxacin,Interaction,"INTERVENTIONS: Ciprofloxacin, 500 mg twice daily; tamsulosin, 0.4 mg once daily; a combination of the 2 drugs; or placebo. ... Treatments also did not differ significantly for any of the secondary outcomes.",ABSTRACT,https://www.ncbi.nlm.nih.gov/pubmed/15492337
can i drink voltarel or cataflam when i drink medrol,(Voltaren or Cataflam) and Medrol,Interaction,"Methylprenisolone (oral route) ... Using this medicine with any of the following medicines is usually not recommended, but may be required in some cases. If both medicines are prescribed together, your doctor may change the dose or how often you use one or both of the medicines. … Diclofenac",DRUG INTERACTIONS,https://www.mayoclinic.org/drugs-supplements/methylprednisolone-oral-route/before-using/drg-20075237
"is oxybutynin an ""opioid?""",oxybutynin,Ingredient,OXYBUTYNIN CHLORIDE,INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c042bf06-79a3-4dc7-ae05-3ef3cfae9d44
in how much temp bcg vaccine should store,bcg vaccine,Storage and disposal,The intact vials of BCG VACCINE should be stored refrigerated at 2-8°C (36-46°F).,HOW SUPPLIED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a83f0b99-9038-4c5a-aaac-8792b32838fe
how can biotin effect my blood test,biotin,Side effects,FDA Warns that Biotin May Affect Some Lab Test Results …,,https://labtestsonline.org/news/fda-warns-biotin-may-affect-some-lab-test-results
pneumococcal vaccine how often?,pneumococcal vaccine,Usage/time,The pneumococcal conjugate vaccine (PCV13 or Prevnar 13®) protects against 13 types of pneumococcal bacteria. CDC recommends PCV13 for use in infants and young children and adults 65 years or older. Older children and adults younger than 65 years old who are at increased risk for getting pneumococcal disease may also need a dose of PCV13.,"PCV13 for Infants, Children, and Adults",https://www.cdc.gov/pneumococcal/vaccination.html
pneumococcal vaccine how often?,pneumococcal vaccine,Usage/time,The pneumococcal polysaccharide vaccine (PPSV23 or Pneumovax®) protects against 23 types of pneumococcal bacteria. CDC recommends it for all adults 65 years or older and for those 2 years or older at increased risk for disease.,PPSV23 for Children and Adults,https://www.cdc.gov/pneumococcal/vaccination.html
how to give diazepam rectal gel,diazepam gel,Usage,"1. Put the person having seizures on his/her side in a place where he/she cannot fall.2. Remove the protective cover from the syringe by pushing it up with your thumb and then pulling it off.3. Put lubricating jelly on the rectal tip.4. Turn the person on his/her side facing you, bend his/her upper leg forward, and separate his/her buttocks to expose the rectum.5. Gently insert the syringe tip into the rectum until the rim is snug against the rectal opening.6.Slowly count to 3 while pushing in the plunger until it stops.7. Slowly count to 3 again, and then remove the syringe from the rectum.8. Hold the buttocks together so the gel doesn't leak from the rectum, and slowly count to 3 before letting go.9. Keep the person on his/her side. Take note of what time diazepam rectal gel was given, and continue to watch the person.",How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a605033.html
is there an antacid malox?,malox,Information,"MAALOX ANTACID - aluminum hydroxide, magnesium hydroxide, simethicone liquid ",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2a14762-3860-44c3-a3ea-5dbc45f4b1d5
what is pepsin,pepsin,Information,"Pepsin is a potent enzyme in gastric juice that digests proteins such as those in meat, eggs, seeds, and dairy products [12].",Description,https://www.drugbank.ca/drugs/DB13198
do i take over the counter calciun with alendronate?,calcium and alendronate,Interaction,"Co-administration of alendronate sodium and calcium, antacids, or oral medications containing multivalent cations will interfere with absorption of alendronate sodium. Therefore, instruct patients to wait at least one-half hour after taking alendronate sodium before taking any other oral medications.",DRUG INTERACTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a24fd39c-34a7-4de2-9439-781e612189ca
if i am allergic to sufa can i take glipizide?,glipizide,Contraindication,"Glipizide is an oral blood-glucose-lowering drug of the sulfonylurea class. … Glipizide Tablets, USP are contraindicated in patients with: Known hypersensitivity to the drug.",Description & Contraindications,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5565ccec-8000-48ab-a6af-37eca2d8c993
what color is phenytoin,phenytoin,Appearance,PINK,INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15d32f84-14f6-49a6-9bad-d7f4b14eaf14
what color is phenytoin,phenytoin,Appearance,WHITE (/Light Lavender),INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e467c02-49a0-4b62-b537-430fdfa4f10e
what color is phenytoin,phenytoin,Appearance,ORANGE (/orange),INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e54861d7-a4e4-4e47-8229-6e9c2ace21f8
what color is phenytoin,phenytoin,Appearance,WHITE,INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5362ea50-38a4-48b4-a85b-d634c3d8b91a
what are the ingredients in the drug methimazole,methimazole,Ingredient,"ACTIVE INGREDIENT: METHIMAZOLE; INACTIVE INGREDIENTS: LACTOSE MONOHYDRATE; MAGNESIUM STEARATE; STARCH, POTATO; TALC",INGREDIENTS AND APPEARANCE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68942ec1-763a-4757-96ad-0e749aba348c
what is xanax,xanax,Information,"XANAX Tablets contain alprazolam which is a triazolo analog of the 1,4 benzodiazepine class of central nervous system-active compounds. The chemical name of alprazolam is 8-Chloro-1-methyl-6-phenyl-4H-s-triazolo [4,3-α] [1,4] benzodiazepine.",DESCRIPTION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=388e249d-b9b6-44c3-9f8f-880eced0239f
